record_id,record_class,manufacturer,device_model,device_variant,module_role,sensor_model,sensor_width_mm,sensor_height_mm,sensor_diagonal_mm,source_observation,provenance_method,evidence_tier,lcrd_status,tps_use,original_confidence,original_verification_status,source_title,source_url,usage_note,qa_flags,notes,coverage_priority,cutoff_reason,cutoff_note,audit_priority,qa_pass4_flags,freeze_qa_flags,v0_1_release_status
nothing_phone_1_rear_main,mobile_camera_module,Nothing,Phone (1),,rear_main,,8.205,6.154,10.2564,"1/1.56""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled Nothing camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
nothing_phone_1_rear_ultrawide,mobile_camera_module,Nothing,Phone (1),,rear_ultrawide,,4.638,3.478,5.7972,"1/2.76""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled Nothing camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
nothing_phone_2_rear_main,mobile_camera_module,Nothing,Phone (2),,rear_main,,8.205,6.154,10.2564,"1/1.56""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled Nothing camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
nothing_phone_2_rear_ultrawide,mobile_camera_module,Nothing,Phone (2),,rear_ultrawide,,4.638,3.478,5.7972,"1/2.76""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled Nothing camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
nothing_phone_2a_rear_main,mobile_camera_module,Nothing,Phone (2a),,rear_main,,8.205,6.154,10.2564,"1/1.56""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled Nothing camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
nothing_phone_2a_rear_ultrawide,mobile_camera_module,Nothing,Phone (2a),,rear_ultrawide,,4.638,3.478,5.7972,"1/2.76""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled Nothing camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
nothing_phone_2a_plus_rear_main,mobile_camera_module,Nothing,Phone (2a) Plus,,rear_main,,8.205,6.154,10.2564,"1/1.56""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled Nothing camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
nothing_phone_2a_plus_rear_ultrawide,mobile_camera_module,Nothing,Phone (2a) Plus,,rear_ultrawide,,4.638,3.478,5.7972,"1/2.76""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled Nothing camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
nothing_phone_3a_rear_main,mobile_camera_module,Nothing,Phone (3a),,rear_main,,8.153,6.115,10.1914,"1/1.57""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled Nothing camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
nothing_phone_3a_rear_telephoto,mobile_camera_module,Nothing,Phone (3a),,rear_telephoto,,4.267,3.2,5.3336,"1/3.0""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled Nothing camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
nothing_phone_3a_rear_ultrawide,mobile_camera_module,Nothing,Phone (3a),,rear_ultrawide,,4.638,3.478,5.7972,"1/2.76""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled Nothing camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
nothing_phone_3a_pro_rear_main,mobile_camera_module,Nothing,Phone (3a) Pro,,rear_main,,8.153,6.115,10.1914,"1/1.57""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled Nothing camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
nothing_phone_3a_pro_rear_telephoto,mobile_camera_module,Nothing,Phone (3a) Pro,,rear_telephoto,,6.564,4.923,8.205,"1/1.95""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled Nothing camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
nothing_phone_3a_pro_rear_ultrawide,mobile_camera_module,Nothing,Phone (3a) Pro,,rear_ultrawide,,4.638,3.478,5.7972,"1/2.76""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled Nothing camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
oneplus_oneplus_10_pro_rear_main,mobile_camera_module,OnePlus,OnePlus 10 Pro,,rear_main,,8.951,6.713,11.1886,"1/1.43""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
oneplus_oneplus_10_pro_rear_telephoto,mobile_camera_module,OnePlus,OnePlus 10 Pro,,rear_telephoto,,3.765,2.824,4.7064,"1/3.4""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
oneplus_oneplus_10_pro_rear_ultrawide,mobile_camera_module,OnePlus,OnePlus 10 Pro,,rear_ultrawide,,8.205,6.154,10.2564,"1/1.56""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
oneplus_oneplus_10t_rear_main,mobile_camera_module,OnePlus,OnePlus 10T,,rear_main,,8.205,6.154,10.2564,"1/1.56""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
oneplus_oneplus_10t_rear_ultrawide,mobile_camera_module,OnePlus,OnePlus 10T,,rear_ultrawide,,4.638,3.478,5.7972,"1/2.76""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
oneplus_oneplus_11_rear_main,mobile_camera_module,OnePlus,OnePlus 11,,rear_main,,8.205,6.154,10.2564,"1/1.56""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
oneplus_oneplus_11_rear_telephoto,mobile_camera_module,OnePlus,OnePlus 11,,rear_telephoto,,4.672,3.504,5.84,"1/2.74""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
oneplus_oneplus_11_rear_ultrawide,mobile_camera_module,OnePlus,OnePlus 11,,rear_ultrawide,,6.4,4.8,8.0,"1/2.0""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
oneplus_oneplus_12_rear_main,mobile_camera_module,OnePlus,OnePlus 12,,rear_main,,8.951,6.713,11.1886,"1/1.43""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
oneplus_oneplus_12_rear_telephoto,mobile_camera_module,OnePlus,OnePlus 12,,rear_telephoto,,6.4,4.8,8.0,"1/2.0""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
oneplus_oneplus_12_rear_ultrawide,mobile_camera_module,OnePlus,OnePlus 12,,rear_ultrawide,,6.4,4.8,8.0,"1/2.0""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
oneplus_oneplus_13_rear_main,mobile_camera_module,OnePlus,OnePlus 13,,rear_main,,8.951,6.713,11.1886,"1/1.43""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
oneplus_oneplus_13_rear_telephoto,mobile_camera_module,OnePlus,OnePlus 13,,rear_telephoto,,6.564,4.923,8.205,"1/1.95""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
